Student_id,Aptitude,English,Quantitative,Analytical,Domain,Computer Fundamental,Coding,Score/700,10 th %,12 th %,Placement Status
S_1318,45,65,60,10,37,27,11,255,71,67,0
S_1319,45,50,45,40,23,20,0,223,63,67,0
S_1320,45,45,25,65,50,40,0,270,65,64,0
S_1321,45,40,25,70,27,27,0,234,69,55,0
S_1322,43,50,20,60,40,33,11,257,72,61,1
S_1323,43,45,25,60,50,33,11,267,59,57,0
S_1324,43,30,40,60,20,27,0,220,61,71,0
S_1325,43,50,35,45,23,20,0,216,62,64,0
S_1326,43,35,30,65,33,33,0,239,73,55,0
S_1327,43,55,10,65,43,40,0,256,71,60,0
S_1328,42,50,30,45,27,27,0,221,67,62,1
S_1329,42,45,35,45,40,13,0,220,63,74,0
S_1330,42,45,40,40,23,27,0,217,71,61,0
S_1331,42,45,40,40,33,40,0,240,55,62,0
S_1332,42,30,30,65,37,33,0,237,63,65,0
S_1333,42,60,25,40,40,47,0,254,66,58,0
S_1334,42,40,30,55,30,40,0,237,70,61,0
S_1335,40,25,35,60,37,20,0,217,60,54,0
S_1336,40,55,25,40,27,53,0,240,56,60,0
S_1337,40,35,35,50,33,40,0,233,56,60,0
S_1338,40,25,35,60,30,47,0,237,74,57,0
S_1339,40,40,40,40,37,33,0,230,60,56,0
S_1340,38,30,40,45,10,40,0,203,68,56,0
S_1341,38,35,30,50,37,13,0,203,74,55,0
S_1342,63,80,50,60,33,33,0,319,68,58,1
S_1343,60,65,55,60,53,20,0,313,64,57,0
S_1344,53,45,55,60,47,13,0,273,62,68,0
S_1345,53,55,60,45,23,27,0,263,55,54,0
S_1346,52,60,45,50,17,27,0,251,60,66,0
S_1347,50,50,25,75,27,40,0,267,60,61,0
S_1348,48,65,45,35,37,13,0,243,64,55,0
S_1349,48,50,60,35,30,40,0,263,72,70,0
S_1350,48,70,25,50,37,20,0,250,60,74,0
S_1351,47,70,25,45,40,13,0,240,67,73,0
S_1352,62,70,30,85,33,47,0,327,63,54,0
S_1353,58,55,75,45,30,47,0,310,74,67,1
S_1354,55,65,40,60,37,33,0,290,65,69,1
S_1355,55,65,55,45,37,20,0,277,55,71,0
S_1356,53,65,25,70,40,20,0,273,63,73,0
S_1357,53,55,60,45,40,20,0,273,65,62,0
S_1358,53,40,65,55,40,47,0,300,64,53,0
S_1359,52,50,40,65,47,67,0,321,67,66,1
S_1360,52,55,35,65,47,27,0,281,73,53,0
S_1361,52,60,45,50,47,27,11,292,64,68,0
S_1362,50,45,40,65,50,20,0,270,62,67,0
S_1363,50,60,40,50,30,33,0,263,69,74,1
S_1364,67,80,55,65,53,53,11,384,70,64,1
S_1365,67,75,85,40,47,60,0,374,55,73,0
S_1366,60,30,70,80,47,47,0,334,57,69,0
S_1367,58,60,80,35,47,7,0,287,71,53,0
S_1368,55,70,25,70,47,33,11,311,68,74,0
S_1369,55,70,45,50,33,20,0,273,64,73,0
S_1370,53,45,65,50,47,27,10,297,59,54,0
S_1371,53,65,65,30,33,20,0,266,58,74,0
S_1372,53,60,45,55,40,13,11,277,65,57,0
S_1373,53,65,30,65,27,60,0,300,67,71,0
S_1374,52,45,65,45,47,13,0,267,62,65,0
S_1375,50,60,15,75,37,13,0,250,71,57,0
S_1376,50,45,60,45,27,27,0,254,56,71,0
S_1377,50,30,40,80,47,40,11,298,70,58,0
S_1378,48,65,40,40,43,67,0,303,68,74,0
S_1379,48,40,45,60,20,47,0,260,65,62,0
S_1380,48,65,30,50,40,33,0,266,69,56,0
S_1381,68,70,65,70,30,20,0,323,62,55,0
S_1382,67,60,65,75,43,40,0,350,66,68,1
S_1383,63,40,75,75,43,33,11,340,65,67,0
S_1384,63,70,45,75,37,33,0,323,73,70,1
S_1385,62,45,65,75,40,40,0,327,70,61,0
S_1386,57,75,45,50,43,40,0,310,74,74,1
S_1387,55,45,45,75,53,20,0,293,61,71,0
S_1388,50,90,10,50,63,13,0,276,60,65,0
S_1389,50,55,40,55,40,27,0,267,55,55,0
S_1390,48,55,40,50,33,47,0,273,65,70,1
S_1391,47,40,40,60,30,33,0,250,71,55,0
S_1392,47,40,50,50,30,53,0,270,60,57,0
S_1393,47,45,40,55,50,47,0,284,64,53,0
S_1394,60,73,47,60,45,40,36,361,73,67,0
S_1395,56,60,40,67,45,47,56,371,71,60,1
S_1396,58,73,40,60,40,53,20,344,67,65,1
S_1397,62,53,87,47,60,47,0,356,67,53,0
S_1398,64,47,80,67,35,53,0,346,62,57,0
S_1399,67,67,73,60,50,53,20,390,74,71,0
S_1400,67,60,60,80,55,33,0,355,61,58,0
S_1401,62,67,53,67,45,47,20,361,70,55,0
S_1402,53,73,20,67,35,53,20,321,65,72,1
S_1403,58,60,73,40,60,47,20,358,64,59,0
S_1404,62,73,33,80,40,40,0,328,62,60,0
S_1405,58,47,67,60,55,60,20,367,74,56,0
S_1406,56,67,33,67,50,40,20,333,69,54,0
S_1407,62,73,73,40,55,40,0,343,71,60,0
S_1408,51,40,53,60,45,67,90,406,73,72,0
S_1409,56,87,27,53,45,40,20,328,69,62,1
S_1410,62,67,53,67,60,60,0,369,74,65,0
S_1411,58,73,40,60,50,47,20,348,68,58,0
S_1412,62,67,53,67,50,13,0,312,74,72,0
S_1413,53,73,60,27,45,87,20,365,68,65,0
S_1414,58,53,53,67,35,20,0,286,73,67,0
S_1415,53,53,47,60,35,73,20,341,62,61,0
S_1416,53,67,53,40,55,47,56,371,69,66,0
S_1417,64,67,60,67,15,27,20,320,58,70,0
S_1418,64,73,47,73,35,20,0,312,64,65,0
S_1419,58,67,40,67,50,40,20,342,68,72,0
S_1420,60,47,73,60,25,40,0,305,71,53,0
S_1421,60,47,47,87,35,27,0,303,62,69,0
S_1422,62,60,60,67,55,13,0,317,61,64,0
S_1423,56,60,33,73,25,33,20,300,74,61,1
S_1424,56,53,60,53,35,53,20,330,58,68,0
S_1425,60,73,40,67,40,33,0,313,59,58,0
S_1426,58,73,40,60,45,33,0,309,72,65,1
S_1427,53,60,60,40,40,53,0,306,74,74,0
S_1428,62,53,73,60,45,27,0,320,67,66,0
S_1429,51,60,33,60,50,53,0,307,65,60,1
S_1430,51,60,27,67,25,33,0,263,66,65,1
S_1431,51,67,60,27,35,47,20,307,67,65,0
S_1432,49,47,60,40,50,13,20,279,72,65,0
S_1433,51,67,20,67,40,67,20,332,74,67,0
S_1434,51,67,40,47,55,33,20,313,61,60,0
S_1435,71,67,80,67,50,47,20,402,62,67,0
S_1436,58,93,27,53,40,40,0,311,55,61,0
S_1437,53,53,20,87,40,27,94,374,61,59,0
S_1438,58,53,40,80,30,40,0,301,69,63,0
S_1439,53,60,27,73,50,40,0,303,70,59,0
S_1440,64,73,40,80,55,40,0,352,74,53,0
S_1441,67,80,53,67,35,53,0,355,57,54,0
S_1442,62,73,40,73,60,20,0,328,71,56,0
S_1443,20,20,27,13,20,33,0,133,62,67,0
S_1444,60,73,47,60,25,33,96,394,68,74,1
S_1445,64,67,53,73,35,47,0,339,61,71,0
S_1446,56,67,47,53,50,47,60,380,67,69,1
S_1447,64,80,40,73,45,33,0,335,60,71,0
S_1448,60,67,53,60,30,27,20,317,60,60,0
S_1449,62,67,53,67,35,33,20,337,68,62,0
S_1450,53,73,40,47,30,40,56,339,74,65,1
S_1451,56,60,47,60,45,47,0,315,59,66,0
S_1452,58,53,53,67,35,40,0,306,66,70,0
S_1453,51,67,47,40,35,33,0,273,71,56,0
S_1454,51,47,47,60,40,53,20,318,55,68,0
S_1455,51,67,40,47,40,20,0,265,70,73,1
S_1456,49,67,27,53,50,53,20,319,55,64,0
S_1457,49,60,47,40,30,27,0,253,69,66,0
S_1458,53,60,33,67,15,27,0,255,65,64,1
S_1459,49,53,40,53,25,40,36,296,59,73,0
S_1460,49,60,33,53,45,40,0,280,70,68,0
S_1461,49,67,33,47,45,13,0,254,70,68,0
S_1462,47,53,40,47,50,47,0,284,65,53,0
S_1463,47,73,40,27,45,0,0,232,70,54,0
S_1464,49,40,53,53,45,47,0,287,56,72,0
S_1465,47,60,40,40,35,40,20,282,71,57,0
S_1466,11,27,0,7,35,67,0,147,71,62,0
S_1467,51,80,20,53,50,53,0,307,72,59,0
S_1468,53,40,67,53,35,47,0,295,58,56,0
S_1469,51,27,67,60,45,33,0,283,59,58,0
S_1470,51,27,40,87,55,53,0,313,72,67,0
S_1471,53,40,53,67,35,33,20,301,61,58,0
S_1472,51,53,40,60,45,33,0,282,71,69,0
S_1473,53,47,47,67,50,27,0,291,74,60,0
S_1474,51,40,53,60,35,33,0,272,55,63,0
S_1475,51,47,47,60,40,40,0,285,69,71,0
S_1476,53,33,67,60,45,33,20,311,63,73,0
S_1477,47,80,33,27,35,33,0,255,59,57,0
S_1478,40,53,7,60,50,47,20,277,68,63,0
S_1479,73,80,67,73,20,33,0,346,73,58,0
S_1480,69,80,47,80,60,47,60,443,71,60,1
S_1481,69,67,67,73,35,53,20,384,71,57,0
S_1482,49,53,33,60,40,47,0,282,73,54,0
S_1483,56,67,47,53,20,53,0,296,71,54,0
S_1484,60,73,40,67,20,20,0,280,67,67,0
S_1485,58,73,60,40,15,20,20,286,71,67,0
S_1486,58,73,33,67,30,27,0,288,74,66,0
S_1487,53,40,47,73,15,40,0,268,61,68,0
S_1488,51,60,53,40,50,40,0,294,63,71,0
S_1489,53,67,27,67,35,47,0,296,56,57,0
S_1490,49,60,33,53,30,60,0,285,70,69,0
S_1491,53,60,27,73,20,53,0,286,60,72,0
S_1492,56,80,40,47,25,20,0,268,68,61,0
S_1493,51,47,27,80,40,27,0,272,64,59,0
S_1494,49,47,40,60,40,40,0,276,66,74,0
S_1495,49,53,33,60,40,33,0,268,60,60,0
S_1496,49,60,27,60,20,27,0,243,66,66,0
S_1497,47,33,33,73,25,20,0,231,55,59,0
S_1498,62,73,67,47,40,40,0,329,65,62,1
S_1499,60,47,67,67,55,53,0,349,57,61,0
S_1500,53,53,40,67,50,47,0,310,62,68,0
S_1501,60,40,67,73,50,27,0,317,67,62,0
S_1502,58,73,53,47,55,40,0,326,74,64,0
S_1503,56,53,47,67,35,33,0,291,74,53,0
S_1504,51,47,60,47,25,47,20,297,71,66,0
S_1505,53,67,27,67,25,33,0,272,72,62,1
S_1506,56,53,53,60,40,47,0,309,63,53,0
S_1507,49,47,47,53,50,33,0,279,59,55,0
S_1508,53,40,60,60,40,67,0,320,59,56,0
S_1509,51,67,47,40,45,20,0,270,63,65,0
S_1510,53,60,67,33,50,40,36,339,72,63,0
S_1511,51,47,60,47,45,27,20,297,68,54,0
S_1512,53,60,40,60,30,47,0,290,60,58,0
S_1513,49,53,40,53,35,27,20,277,60,74,0
S_1514,44,60,47,27,55,27,52,312,58,67,0
S_1515,49,60,60,27,45,40,0,281,60,73,0
S_1516,44,40,40,53,50,33,36,296,72,69,0
S_1517,47,53,27,60,35,27,0,249,63,68,0
S_1518,44,47,33,53,50,60,0,287,61,67,0
S_1519,44,47,47,40,15,53,0,246,69,53,0
S_1520,53,60,40,60,35,33,0,281,72,61,1
S_1521,62,67,47,73,40,40,0,329,72,66,0
S_1522,60,67,33,80,50,47,0,337,71,68,0
S_1523,56,60,33,73,40,40,0,302,74,70,1
S_1524,60,40,67,73,40,33,0,313,58,68,0
S_1525,53,67,47,47,45,47,40,346,64,70,0
S_1526,60,53,53,73,40,33,0,312,70,62,0
S_1527,53,47,40,73,60,47,0,320,61,59,0
S_1528,49,60,13,73,30,20,0,245,67,70,0
S_1529,53,67,40,53,25,40,0,278,61,72,0
S_1530,49,40,40,67,20,47,0,263,68,63,0
S_1531,49,67,47,33,30,60,0,286,65,67,0
S_1532,62,73,40,73,50,47,60,405,71,59,1
S_1533,71,67,53,93,55,47,0,386,65,74,0
S_1534,53,60,47,53,45,27,0,285,65,66,0
S_1535,62,60,60,67,40,33,0,322,65,70,0
S_1536,51,60,27,67,45,40,20,310,58,65,0
S_1537,60,53,67,60,50,20,0,310,70,69,0
S_1538,56,53,47,67,55,13,0,291,67,68,0
S_1539,53,73,33,53,40,73,0,325,68,73,0
S_1540,58,67,53,53,20,27,0,278,66,74,0
S_1541,51,53,47,53,45,53,0,302,56,61,0
S_1542,58,60,33,80,30,27,0,288,57,59,0
S_1543,51,33,47,73,50,47,0,301,70,59,0
S_1544,60,73,47,60,25,20,0,285,74,70,0
S_1545,49,40,33,73,40,20,20,275,59,54,0
S_1546,53,67,27,67,40,33,0,287,71,62,0
S_1547,53,53,53,53,40,20,0,272,70,65,0
S_1548,51,60,40,53,30,60,0,294,67,62,0
S_1549,58,60,53,60,60,40,0,331,59,53,0
S_1550,53,53,53,53,30,40,0,282,57,56,0
S_1551,60,47,67,67,35,13,0,289,65,61,0
S_1552,49,53,33,60,50,27,0,272,69,68,0
S_1553,53,67,47,47,35,47,0,296,56,58,0
S_1554,51,53,47,53,35,27,0,266,60,53,0
S_1555,20,27,7,27,25,47,0,153,70,66,0
S_1556,22,13,7,47,30,33,0,152,56,71,0
S_1557,18,7,13,33,30,33,0,134,72,55,0
S_1558,13,13,7,20,55,20,0,128,60,72,0
S_1559,78,73,73,87,45,53,100,509,74,62,1
S_1560,64,73,53,67,80,47,100,484,73,68,1
S_1561,64,67,60,67,60,87,96,501,72,71,1
S_1562,69,73,53,80,45,60,96,476,65,59,1
S_1563,69,73,73,60,70,60,98,503,74,63,1
S_1564,80,73,80,87,35,40,56,451,73,71,0
S_1565,67,80,47,73,35,40,100,442,68,65,1
S_1566,58,67,33,73,55,73,100,459,65,60,1
S_1567,67,53,53,93,70,60,56,452,58,53,0
S_1568,69,73,60,73,70,27,52,424,59,70,0
S_1569,73,60,87,73,40,47,58,438,73,70,0
S_1570,76,87,67,73,40,47,20,410,73,54,0
S_1571,58,73,53,47,70,47,100,448,70,62,0
S_1572,73,93,53,73,40,67,20,419,71,69,0
S_1573,64,73,53,67,35,53,96,441,69,59,1
S_1574,76,93,73,60,55,60,20,437,64,56,0
S_1575,71,60,73,80,40,33,20,377,64,63,0
S_1576,71,60,87,67,55,20,60,420,57,74,0
S_1577,64,60,80,53,50,53,60,420,55,64,0
S_1578,62,67,53,67,50,13,56,368,61,56,0
S_1579,62,80,47,60,55,40,40,384,73,70,0
S_1580,60,60,67,53,45,53,60,398,63,56,0
S_1581,62,87,33,67,20,40,56,365,72,64,0
S_1582,62,93,40,53,30,47,20,345,59,71,0
S_1583,53,60,40,60,65,33,100,411,66,73,1
S_1584,67,73,60,67,15,47,20,349,69,74,0
S_1585,71,87,60,67,55,40,20,400,59,74,0
S_1586,62,67,47,73,35,47,38,369,61,61,0
S_1587,62,67,67,53,50,20,56,375,58,64,0
S_1588,69,80,80,47,55,60,20,411,59,54,0
S_1589,53,80,47,33,45,60,100,418,57,72,0
S_1590,60,60,73,47,50,53,56,399,68,62,0
S_1591,67,53,60,87,45,33,0,345,71,62,0
S_1592,62,40,67,80,50,27,0,326,65,67,0
S_1593,62,73,33,80,35,20,20,323,63,69,0
S_1594,64,53,73,67,35,60,20,372,55,60,0
S_1595,58,80,40,53,30,67,0,328,73,61,0
S_1596,71,53,80,80,45,40,0,369,59,71,0
S_1597,58,67,60,47,55,40,20,347,68,62,0
S_1598,69,60,67,80,60,27,0,363,67,57,0
S_1599,71,80,73,60,45,40,0,369,60,60,0
S_1600,60,67,40,73,60,27,20,347,65,69,0
S_1601,44,40,33,60,50,33,90,350,68,55,0
S_1602,51,47,67,40,50,27,0,282,60,68,0
S_1603,47,20,73,47,55,33,0,275,55,53,0
S_1604,47,40,40,60,45,20,0,252,66,69,0
S_1605,47,87,7,47,35,33,0,256,63,54,0
S_1606,40,53,33,33,25,53,0,237,69,74,0
S_1607,40,33,27,60,45,27,0,232,66,62,0
S_1608,47,13,40,87,55,47,0,289,63,69,0
S_1609,40,33,20,67,50,40,20,270,65,63,0
S_1610,40,60,27,33,40,33,0,233,58,72,0
S_1611,40,67,20,33,55,47,0,262,63,56,0
S_1612,42,33,40,53,15,13,0,196,63,70,0
S_1613,42,33,33,60,40,13,0,221,55,62,0
S_1614,38,40,40,33,25,13,20,209,56,69,0
S_1615,38,47,20,47,30,47,0,229,59,56,0
S_1616,40,33,47,40,30,13,0,203,55,63,0
S_1617,36,53,27,27,55,53,0,251,68,69,0
S_1618,33,27,40,33,15,47,0,195,57,65,0
S_1619,36,53,13,40,55,47,56,300,59,64,0
S_1620,38,20,47,47,40,40,0,232,58,62,0
S_1621,33,40,20,40,20,33,0,186,55,73,0
S_1622,31,33,20,40,40,40,0,204,66,66,0
S_1623,36,40,20,47,45,27,0,215,73,58,0
S_1624,33,7,53,40,25,7,0,165,59,71,0
S_1625,29,20,27,40,45,40,0,201,56,59,0
S_1626,31,40,7,47,50,33,60,268,70,62,0
S_1627,33,33,33,33,25,47,0,204,60,58,0
S_1628,31,40,33,20,20,33,0,177,74,57,0
S_1629,31,20,40,33,40,27,0,191,69,56,0
S_1630,29,60,0,27,20,40,0,176,74,57,0
S_1631,73,73,87,60,30,60,59,442,68,65,0
S_1632,73,60,80,80,35,20,52,400,58,62,0
S_1633,69,80,80,47,60,80,20,436,72,55,0
S_1634,71,93,53,67,55,27,20,386,66,66,0
S_1635,71,87,60,67,35,40,20,380,61,53,0
S_1636,62,67,40,80,50,67,40,406,62,55,0
S_1637,69,87,27,93,40,53,20,389,64,57,0
S_1638,69,60,73,73,85,40,0,400,72,64,0
S_1639,67,67,53,80,45,73,20,405,55,70,0
S_1640,69,73,67,67,65,27,0,368,56,60,0
S_1641,56,47,60,60,40,67,58,388,72,64,0
S_1642,58,60,53,60,60,47,60,398,72,72,1
S_1643,71,73,73,67,25,53,0,362,61,70,0
S_1644,71,67,73,73,30,27,0,341,64,54,0
S_1645,60,53,67,60,45,67,20,372,71,65,0
S_1646,62,67,67,53,40,53,0,342,61,62,0
S_1647,62,73,33,80,40,27,0,315,67,62,0
S_1648,64,67,67,60,25,33,0,316,67,53,0
S_1649,60,40,53,87,45,53,0,338,71,73,0
S_1650,58,60,67,47,45,33,18,328,70,66,0
S_1651,62,73,33,80,40,20,0,308,65,63,0
S_1652,64,87,27,80,20,13,0,291,64,64,0
S_1653,56,67,40,60,75,7,0,305,70,70,0
S_1654,56,67,53,47,20,40,0,283,74,67,0
S_1655,58,60,33,80,45,33,16,325,64,74,0
S_1656,60,80,33,67,25,40,20,325,70,73,0
S_1657,71,67,60,87,50,40,0,375,70,69,0
S_1658,67,60,87,53,40,40,56,403,70,53,0
S_1659,73,53,93,73,30,40,20,382,65,57,0
S_1660,76,73,80,73,45,40,0,387,56,57,0
S_1661,62,73,67,47,50,20,20,339,66,69,0
S_1662,58,67,27,80,20,27,92,371,70,54,0
S_1663,64,80,40,73,50,60,57,424,66,69,0
S_1664,67,80,53,67,35,27,0,329,73,59,0
S_1665,58,53,73,47,35,60,0,326,57,61,0
S_1666,56,67,27,73,40,47,0,310,61,56,0
S_1667,11,7,0,27,20,40,0,105,69,72,0
S_1668,73,73,67,80,35,33,20,381,68,72,0
S_1669,60,53,67,60,55,47,52,394,60,70,0
S_1670,62,80,53,53,50,47,20,365,72,68,0
S_1671,62,73,40,73,40,33,20,341,67,67,0
S_1672,53,67,33,60,55,33,20,321,69,64,1
S_1673,58,60,47,67,30,47,0,309,74,69,1
S_1674,53,73,33,53,35,60,20,327,74,69,1
S_1675,56,67,40,60,55,33,0,311,68,63,1
S_1676,56,80,53,33,45,40,0,307,62,72,0
S_1677,58,53,67,53,45,33,0,309,65,54,0
S_1678,58,47,53,73,30,40,0,301,68,53,0
S_1679,56,73,40,53,50,20,0,292,62,65,0
S_1680,49,47,33,67,60,47,20,323,72,70,0
S_1681,51,67,27,60,25,33,0,263,67,65,0
S_1682,22,7,27,33,25,7,0,121,69,55,0
S_1683,16,27,0,20,20,33,0,116,73,59,0
S_1684,62,60,67,60,50,53,20,372,56,71,0
S_1685,33,40,40,20,25,47,0,205,69,55,0
S_1686,71,87,73,53,35,60,20,399,64,61,0
S_1687,56,60,47,60,25,53,60,361,69,70,1
S_1688,60,67,40,73,50,33,0,323,69,62,0
S_1689,60,67,33,80,50,47,0,337,69,53,0
S_1690,56,60,40,67,20,33,0,276,66,69,1
S_1691,60,40,67,73,40,33,0,313,56,55,0
S_1692,56,60,40,67,35,33,0,291,69,73,1
S_1693,53,73,33,53,40,27,0,279,59,54,0
S_1694,53,67,47,47,45,47,40,346,74,53,0
S_1695,60,53,53,73,40,33,0,312,61,70,0
S_1696,64,73,60,60,20,20,0,297,68,71,0
S_1697,53,67,40,53,25,40,0,278,68,55,0
S_1698,51,40,40,73,40,27,0,271,66,54,0
S_1699,49,40,47,60,40,27,0,263,61,60,0
S_1700,49,67,47,33,30,60,0,286,67,60,0
S_1701,9,13,0,13,35,7,0,77,63,66,0
S_1702,62,73,40,73,50,47,60,405,72,61,1
S_1703,58,47,60,67,30,27,0,289,57,66,0
S_1704,64,80,47,67,50,73,58,439,55,55,0
S_1705,69,80,80,47,45,47,60,428,58,53,0
S_1706,64,73,80,40,70,47,60,434,55,73,0
S_1707,78,80,87,67,35,53,40,440,71,68,0
S_1708,76,80,60,87,45,33,20,401,69,57,0
S_1709,71,93,53,67,55,27,20,386,67,60,0
S_1710,71,87,60,67,35,40,20,380,70,55,0
S_1711,67,73,60,67,35,40,60,402,72,61,1
S_1712,67,60,53,87,35,33,60,395,74,61,1
S_1713,76,67,80,80,55,60,0,418,62,56,0
S_1714,64,73,33,87,80,53,0,390,61,58,0
S_1715,60,60,60,60,35,47,60,382,74,68,1
S_1716,62,60,53,73,50,67,0,365,62,70,0
S_1717,62,73,33,80,40,27,0,315,72,66,0
S_1718,67,67,60,73,30,33,60,390,73,73,1
S_1719,22,47,7,13,30,40,0,159,70,68,0
S_1720,58,80,33,60,35,40,60,366,65,64,1
S_1721,58,67,27,80,20,27,92,371,73,64,0
S_1722,11,7,0,27,20,40,0,105,61,66,0
S_1723,67,67,73,60,35,60,0,362,62,64,0
S_1724,67,80,53,67,50,20,0,337,65,59,1
S_1725,60,67,53,60,65,33,0,338,69,63,1
S_1726,69,73,67,67,45,33,20,374,55,58,0
S_1727,62,87,27,73,35,33,20,337,63,57,0
S_1728,56,73,67,27,50,33,20,326,69,61,0
S_1729,67,67,73,60,50,53,20,390,56,54,0
S_1730,58,60,60,53,45,53,20,349,72,64,1
S_1731,58,73,40,60,30,53,20,334,65,67,1
S_1732,60,73,40,67,35,33,20,328,72,67,0
S_1733,58,60,73,40,60,47,20,358,67,67,0
S_1734,60,33,67,80,45,20,20,325,72,58,0
S_1735,62,73,73,40,55,40,0,343,56,65,0
S_1736,51,40,53,60,45,67,90,406,61,66,0
S_1737,58,73,40,60,50,47,20,348,64,57,0
S_1738,51,47,47,60,65,53,20,343,55,71,0
S_1739,58,53,53,67,35,20,0,286,66,58,0
S_1740,53,67,53,40,55,47,56,371,57,61,0
S_1741,53,60,27,73,40,40,20,313,69,70,1
S_1742,60,60,80,40,50,33,0,323,74,56,0
S_1743,58,67,40,67,50,40,20,342,68,57,0
S_1744,51,60,53,40,35,47,20,306,63,63,0
S_1745,62,60,60,67,55,13,0,317,67,64,0
S_1746,62,53,73,60,45,27,0,320,55,69,0
S_1747,58,60,53,60,50,20,20,321,68,72,0
S_1748,53,73,33,53,30,53,0,295,73,62,1
S_1749,51,67,60,27,35,47,20,307,60,70,0
S_1750,47,40,53,47,50,40,60,337,59,56,0
S_1751,58,60,53,60,25,7,0,263,60,55,0
S_1752,51,47,47,60,50,40,0,295,57,70,0
S_1753,53,53,60,47,45,33,0,291,59,61,0
S_1754,49,47,60,40,50,13,20,279,58,66,0
S_1755,51,53,33,67,25,13,20,262,59,61,0
S_1756,22,20,13,33,25,27,0,140,65,55,0
S_1757,20,47,7,7,40,40,0,161,64,65,0
S_1758,7,0,20,0,15,0,20,62,70,60,0
S_1759,16,13,7,27,35,13,0,111,74,74,0
S_1760,62,67,33,87,30,80,56,415,69,58,0
S_1761,62,47,53,87,50,60,20,379,68,60,0
S_1762,64,67,53,73,35,47,0,339,64,65,0
S_1763,64,53,60,80,45,60,0,362,65,64,0
S_1764,60,67,53,60,30,27,20,317,62,66,0
S_1765,64,67,60,67,30,40,0,328,56,66,0
S_1766,51,93,27,33,20,20,0,244,72,73,0
S_1767,58,53,53,67,35,40,0,306,60,53,0
S_1768,51,47,47,60,40,53,20,318,60,71,0
S_1769,51,53,40,60,40,53,0,297,69,66,0
S_1770,49,67,27,53,20,40,0,256,63,67,0
S_1771,49,60,33,53,45,40,0,280,64,72,0
S_1772,58,60,53,60,45,33,100,409,71,72,1
S_1773,60,87,20,73,30,33,0,303,64,58,0
S_1774,53,73,27,60,35,47,0,295,57,55,0
S_1775,47,33,27,80,45,47,20,299,73,70,0
S_1776,49,40,53,53,45,47,60,347,66,61,0
S_1777,49,73,47,27,45,33,0,274,67,70,0
S_1778,51,27,60,67,35,33,20,293,55,59,0
S_1779,51,80,20,53,50,53,0,307,61,69,0
S_1780,53,40,67,53,35,47,0,295,58,63,0
S_1781,56,27,67,73,55,20,0,298,72,59,0
S_1782,51,20,53,80,65,27,0,296,74,71,0
S_1783,51,27,40,87,55,53,0,313,57,66,0
S_1784,53,40,53,67,35,33,20,301,58,58,0
S_1785,49,47,40,60,60,33,0,289,59,70,0
S_1786,51,53,40,60,45,33,0,282,67,63,0
S_1787,49,33,47,67,45,53,20,314,55,57,0
S_1788,49,67,40,40,45,40,0,281,74,71,0
S_1789,49,27,67,53,60,53,0,309,60,72,0
S_1790,49,67,67,13,55,27,0,278,68,71,0
S_1791,44,53,20,60,65,27,0,269,70,71,0
S_1792,51,27,60,67,35,27,0,267,59,67,0
S_1793,42,27,33,67,40,40,20,269,58,71,0
S_1794,51,33,60,60,50,20,0,274,69,62,0
S_1795,51,47,47,60,40,40,0,285,63,64,0
S_1796,53,33,67,60,45,33,20,311,72,65,0
S_1797,56,33,67,67,30,20,0,273,56,66,0
S_1798,51,53,40,60,40,27,0,271,55,53,0
S_1799,47,53,53,33,25,40,0,251,72,62,0
S_1800,40,53,7,60,50,47,20,277,66,65,0
S_1801,47,53,33,53,25,20,0,231,59,63,0
S_1802,49,47,47,53,45,27,0,268,69,62,0
S_1803,44,60,33,40,20,40,0,237,56,60,0
S_1804,69,80,47,80,60,47,60,443,67,74,1
S_1805,56,47,47,73,55,47,0,325,56,60,0
S_1806,56,67,47,53,20,53,0,296,65,53,0
S_1807,58,73,33,67,30,27,0,288,62,55,0
S_1808,51,53,53,47,50,60,0,314,64,66,0
S_1809,49,60,40,47,45,67,20,328,68,59,1
S_1810,53,40,47,73,15,40,0,268,63,70,0
S_1811,51,60,53,40,50,40,0,294,73,59,0
S_1812,53,87,0,73,20,33,0,266,73,55,0
S_1813,56,47,47,73,35,60,0,318,67,55,0
S_1814,51,60,47,47,45,47,0,297,72,64,0
S_1815,49,73,20,53,30,60,0,285,57,54,0
S_1816,49,60,33,53,30,60,0,285,71,61,0
S_1817,49,47,53,47,20,47,20,283,68,60,0
S_1818,56,53,40,73,25,53,0,300,73,58,0
S_1819,47,67,20,53,40,33,0,260,68,73,1
S_1820,44,53,33,47,35,40,0,252,61,56,0
S_1821,47,60,27,53,35,0,0,222,70,73,1
S_1822,11,33,0,0,25,47,0,116,58,71,0
S_1823,53,53,40,67,50,47,0,310,65,59,0
S_1824,60,40,67,73,50,27,0,317,61,65,0
S_1825,58,73,53,47,55,40,0,326,66,56,0
S_1826,53,47,53,60,50,47,20,330,69,56,0
S_1827,51,60,40,53,30,53,20,307,73,71,1
S_1828,56,53,47,67,35,33,0,291,62,54,0
S_1829,53,53,47,60,25,60,20,318,71,58,0
S_1830,56,53,53,60,40,47,0,309,66,73,0
S_1831,53,60,40,60,30,47,0,290,58,57,0
S_1832,49,40,33,73,30,40,0,265,74,69,0
S_1833,56,60,40,67,40,20,0,283,72,60,0
